"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ERO1A",0.00041948247285837,-1.10887828557983,0.042,0.113,1,"5","ERO1A"
"UBA2.2",0.00041999259983403,-1.17264106410616,0.023,0.085,1,"5","UBA2"
"SPARC.4",0.000421046638844911,-0.643186527956917,0.068,0.154,1,"5","SPARC"
"ASAP2.1",0.000423228528166552,-0.362890088977753,0.129,0.243,1,"5","ASAP2"
"NECTIN2",0.000425088764002119,-0.86501183515595,0.034,0.103,1,"5","NECTIN2"
"TANC1",0.000425154654339077,-0.299000554364754,0.273,0.448,1,"5","TANC1"
"ITPRID2.2",0.000426588243870913,-0.758543016267828,0.049,0.126,1,"5","ITPRID2"
"IFI16.2",0.000427170549868156,-0.34821994790296,0.148,0.269,1,"5","IFI16"
"UBAP2.3",0.000427186011172788,-1.1414434713321,0.034,0.102,1,"5","UBAP2"
"LMO7.4",0.000429837772557287,-1.65724230035985,0.019,0.078,1,"5","LMO7"
"AP003086.1.3",0.000430148110483015,-0.826131168810769,0.038,0.109,1,"5","AP003086.1"
"AP002336.2.1",0.00043366859389537,-1.27727492689302,0.027,0.091,1,"5","AP002336.2"
"ZNRF2.1",0.00043558716441122,-7.17400017506637,0,0.045,1,"5","ZNRF2"
"ATAD2.1",0.000439490638606899,1.72206079758543,0.08,0.038,1,"5","ATAD2"
"KLHL2.2",0.000441160652208787,-0.601330565700641,0.064,0.149,1,"5","KLHL2"
"PIP5K1C",0.000447180202565357,-0.735025955499127,0.038,0.109,1,"5","PIP5K1C"
"ATP2A2.3",0.000448720551920532,-1.5838224184875,0.027,0.089,1,"5","ATP2A2"
"AUTS2.2",0.000452334776396579,0.718676876168245,0.333,0.282,1,"5","AUTS2"
"RASA3.2",0.000452592984845094,-1.12602552305953,0.027,0.091,1,"5","RASA3"
"UHRF1BP1",0.000453308213645555,1.55034593979352,0.102,0.054,1,"5","UHRF1BP1"
"IFT88.2",0.000456616494174083,-1.77243535219467,0.015,0.072,1,"5","IFT88"
"MBP.2",0.000460804136686119,1.450724790645,0.121,0.07,1,"5","MBP"
"GAS5.3",0.000467691638323572,-1.92264674653917,0.011,0.065,1,"5","GAS5"
"NF1.1",0.000469453225215388,-0.320376620311737,0.197,0.338,1,"5","NF1"
"SAFB2",0.000474448030981454,-1.12118125541773,0.027,0.09,1,"5","SAFB2"
"ADAM23.4",0.000476689706661411,-7.40364068595348,0,0.044,1,"5","ADAM23"
"STIP1",0.000476689706661411,-7.40236864342793,0,0.044,1,"5","STIP1"
"INO80D",0.000478938362664807,-1.36849617554471,0.023,0.084,1,"5","INO80D"
"EMSY.1",0.000481224390543118,-0.750496390680504,0.057,0.136,1,"5","EMSY"
"FNIP2.2",0.000483756943998799,-0.410896842569459,0.136,0.248,1,"5","FNIP2"
"RGS12.1",0.00048768870001474,1.11191414998104,0.205,0.144,1,"5","RGS12"
"MCF2L.3",0.000488419218983509,0.85333305522181,0.269,0.206,1,"5","MCF2L"
"FAM126A.1",0.000488961187645275,-1.24364589313406,0.027,0.09,1,"5","FAM126A"
"CREBRF.3",0.00049123220803258,-6.9529463657276,0,0.044,1,"5","CREBRF"
"DNM3.3",0.000495027920644593,-0.363077498241596,0.121,0.229,1,"5","DNM3"
"EHBP1L1.1",0.000497172277284601,-0.980597309004154,0.034,0.102,1,"5","EHBP1L1"
"NOP58.1",0.00050356401343964,-1.24499950583807,0.03,0.095,1,"5","NOP58"
"AC009975.2",0.000507964633444309,2.19690447967107,0.03,0.009,1,"5","AC009975.2"
"NPAS2.3",0.000512852817520823,-2.62486366498897,0.008,0.058,1,"5","NPAS2"
"MTOR",0.000513682796262007,-1.54558921945138,0.019,0.077,1,"5","MTOR"
"C1RL.3",0.000514152639760218,-3.28492759229545,0.004,0.051,1,"5","C1RL"
"WDFY2.2",0.00051569433323178,-1.83605027918278,0.011,0.065,1,"5","WDFY2"
"RASGEF1B.2",0.000521657386469053,-7.17526293131366,0,0.044,1,"5","RASGEF1B"
"PNRC1.1",0.000521657386469053,-7.200926334341,0,0.044,1,"5","PNRC1"
"CDH11.4",0.000521657386469053,-7.42794700251849,0,0.044,1,"5","CDH11"
"CD2AP.2",0.000526702686417423,-0.421629742509282,0.091,0.186,1,"5","CD2AP"
"TNPO1.3",0.000527841757356182,-0.592751634420046,0.068,0.152,1,"5","TNPO1"
"FXR1",0.000532695762664738,-0.702051568312768,0.064,0.146,1,"5","FXR1"
"AL109930.1.2",0.000533251099763493,-3.24179639410571,0.008,0.057,1,"5","AL109930.1"
"MGAT5.1",0.00053928079544422,-0.520247546665793,0.114,0.214,1,"5","MGAT5"
"TBCD.1",0.000540392726434226,-0.39371124231437,0.133,0.243,1,"5","TBCD"
"KDR.2",0.000551109015975393,-1.05311791337331,0.042,0.111,1,"5","KDR"
"CRACR2A",0.000556336379657618,1.93332635146363,0.049,0.019,1,"5","CRACR2A"
"AC015923.1.2",0.000558758625407615,-2.54462615020177,0.004,0.051,1,"5","AC015923.1"
"MAP3K3.1",0.000564380031544287,-0.491589803893046,0.095,0.19,1,"5","MAP3K3"
"CAPZB.1",0.000569057761218865,-0.409946343084765,0.121,0.227,1,"5","CAPZB"
"PDSS2",0.000571698898441231,-0.835886341168258,0.049,0.123,1,"5","PDSS2"
"TPM1-AS",0.000572743234911713,3.76296706113836,0.011,0.002,1,"5","TPM1-AS"
"LINC01250",0.00057494638275841,3.46001964325843,0.011,0.002,1,"5","LINC01250"
"AC005632.6",0.00057494638275841,3.22407788016489,0.011,0.002,1,"5","AC005632.6"
"DIPK2B.1",0.00058793123281693,-0.848175068700504,0.042,0.112,1,"5","DIPK2B"
"RALGAPA1",0.000589552413830095,-0.331739229210927,0.155,0.275,1,"5","RALGAPA1"
"CAMTA1.2",0.000589766078707426,-0.366441335469413,0.159,0.28,1,"5","CAMTA1"
"LENG8.1",0.000589946952697845,-0.818505148198843,0.049,0.123,1,"5","LENG8"
"OSBPL10.2",0.000590750228917014,-0.70232203805877,0.064,0.145,1,"5","OSBPL10"
"PER1.2",0.000591261771656355,-0.74498541500596,0.061,0.139,1,"5","PER1"
"MARCH6.1",0.000592238836224382,-0.425908570361361,0.114,0.216,1,"5","MARCH6"
"NHSL1.2",0.000597505513509412,-1.9622075479102,0.015,0.07,1,"5","NHSL1"
"ABCA1.2",0.000606194615856168,-7.14106281860059,0,0.043,1,"5","ABCA1"
"CD81.4",0.000606194615856168,-6.98068704082197,0,0.043,1,"5","CD81"
"CTTNBP2NL",0.000607210368381247,-0.425928752509131,0.167,0.283,1,"5","CTTNBP2NL"
"THSD4.4",0.000616083786070927,-0.415334121364822,0.201,0.323,1,"5","THSD4"
"STAT6.1",0.000616347394544385,-1.30950562140372,0.023,0.082,1,"5","STAT6"
"RABGEF1.1",0.000620886296615253,-0.514394601638946,0.064,0.146,1,"5","RABGEF1"
"CPE.3",0.000621789354717794,-3.01219631168307,0.004,0.05,1,"5","CPE"
"TGM2.4",0.000622766659178388,-0.466713226769973,0.117,0.219,1,"5","TGM2"
"PTPRJ.3",0.000631510727622663,-1.702670447243,0.019,0.076,1,"5","PTPRJ"
"NID1.3",0.000643717837843887,-7.11007184586878,0,0.042,1,"5","NID1"
"AC012085.2",0.00065142997253386,1.58788087446455,0.091,0.047,1,"5","AC012085.2"
"AL513008.1",0.000653411569745472,2.37300899255224,0.015,0.003,1,"5","AL513008.1"
"ZFYVE28.1",0.000661249945788615,-0.651234485599103,0.057,0.133,1,"5","ZFYVE28"
"DTNA.5",0.000661975058823889,-2.40195137891171,0.008,0.056,1,"5","DTNA"
"ACKR1.3",0.000663339493561297,-7.18651361920128,0,0.042,1,"5","ACKR1"
"GCC2.1",0.000664166724383969,-0.608896072943728,0.064,0.145,1,"5","GCC2"
"TBX2.3",0.000667017214116006,-1.38693428805124,0.03,0.093,1,"5","TBX2"
"TPM3.2",0.000672534585965288,-0.648929488717017,0.064,0.144,1,"5","TPM3"
"UBASH3B.2",0.000674227580814919,-2.1195627277526,0.011,0.063,1,"5","UBASH3B"
"MIR34AHG.2",0.000683557824314128,-7.13078959605569,0,0.042,1,"5","MIR34AHG"
"GARS.1",0.000683557824314128,-7.19206368105325,0,0.042,1,"5","GARS"
"UBE2W.3",0.000689074965728641,-0.85960459020532,0.045,0.116,1,"5","UBE2W"
"SRGN.3",0.000690178390239688,-1.18703431683671,0.034,0.099,1,"5","SRGN"
"SLC39A14.1",0.000690533761439627,-2.24175538515627,0.004,0.049,1,"5","SLC39A14"
"PRLR",0.000691175796932421,2.29344567525164,0.019,0.004,1,"5","PRLR"
"NIBAN1.4",0.000692271729646286,-2.57310420617536,0.011,0.062,1,"5","NIBAN1"
"AMD1.2",0.000693512747002455,-3.83278043399497,0.004,0.049,1,"5","AMD1"
"EIF4G2.4",0.000697732784551634,-1.82125487407987,0.015,0.069,1,"5","EIF4G2"
"VEGFC.2",0.000700173317309208,-1.11362659776099,0.042,0.109,1,"5","VEGFC"
"ANXA4.3",0.000703780674672991,-1.79335245174914,0.011,0.063,1,"5","ANXA4"
"MT-ATP8.2",0.000704390982668233,-7.14257491718404,0,0.042,1,"5","MT-ATP8"
"NFKB1.1",0.000709040677715858,-0.611055389071473,0.098,0.19,1,"5","NFKB1"
"CDK8",0.000714145360536914,-0.829745354124276,0.057,0.131,1,"5","CDK8"
"ARL8B.2",0.000717069698666348,-1.08333487090468,0.027,0.088,1,"5","ARL8B"
"TBC1D22B.1",0.000725857675936943,-6.98860658356242,0,0.042,1,"5","TBC1D22B"
"TMEM248.2",0.000725857675936943,-7.02437327279466,0,0.042,1,"5","TMEM248"
"USP12.1",0.000728417467394955,-0.878044933350314,0.045,0.116,1,"5","USP12"
"MAGI1-AS1.1",0.000728915209735716,-1.24545167229162,0.027,0.087,1,"5","MAGI1-AS1"
"AC024075.3",0.000732701256452506,2.41537124068359,0.023,0.006,1,"5","AC024075.3"
"CAND1.1",0.000746147100085399,-1.48401963763671,0.019,0.075,1,"5","CAND1"
"NUP58.2",0.000746923493913324,-2.10149607789762,0.011,0.062,1,"5","NUP58"
"HNRNPA3.1",0.000747566013050666,-0.621495470597377,0.087,0.174,1,"5","HNRNPA3"
"UBE2B.1",0.000756460840093193,-0.715052248585181,0.068,0.147,1,"5","UBE2B"
"ENTPD4",0.000763823401528059,-2.01997528508113,0.008,0.056,1,"5","ENTPD4"
"MAP3K5.3",0.000765666750843019,-0.7823185779916,0.049,0.121,1,"5","MAP3K5"
"REV1.1",0.000766811688915058,-0.901614948077472,0.049,0.12,1,"5","REV1"
"TNKS1BP1",0.000767177030710662,-1.04395872663025,0.038,0.103,1,"5","TNKS1BP1"
"CCNT2.3",0.00076767570784842,-0.781402598811259,0.034,0.099,1,"5","CCNT2"
"DOC2B.2",0.000770769373517014,-7.20318250077974,0,0.041,1,"5","DOC2B"
"ANKIB1.1",0.000773680345982314,-0.39845628630054,0.102,0.198,1,"5","ANKIB1"
"TNKS.1",0.000775441975610547,-0.358561982498085,0.14,0.25,1,"5","TNKS"
"STAM",0.000776122482215295,-3.3735947277459,0.004,0.048,1,"5","STAM"
"RAB12.1",0.000779757174959303,-0.581964720069288,0.045,0.117,1,"5","RAB12"
"DGKD.3",0.000783623105484277,-1.89190838813727,0.011,0.062,1,"5","DGKD"
"MFHAS1.2",0.000788119886169826,-3.01114605188089,0.004,0.048,1,"5","MFHAS1"
"STRAP",0.000794254723057322,-7.12986727248007,0,0.041,1,"5","STRAP"
"GBP1.1",0.000795325960702881,-1.59972384527543,0.015,0.068,1,"5","GBP1"
"PMEPA1.2",0.000796714983584607,-3.38369897923466,0.004,0.048,1,"5","PMEPA1"
"PRDM16.4",0.000797391363302483,-2.69825442852604,0.004,0.048,1,"5","PRDM16"
"COP1.2",0.000803630960959065,-0.241456106340142,0.182,0.312,1,"5","COP1"
"LNPEP.2",0.000807174877334146,-0.967545325533346,0.027,0.087,1,"5","LNPEP"
"C11orf49.1",0.000809609603954194,-1.24068445523063,0.027,0.086,1,"5","C11orf49"
"OSBPL5",0.000811077382836433,-1.33609869405677,0.019,0.074,1,"5","OSBPL5"
"FXN",0.000812311482040082,2.21153554665999,0.03,0.009,1,"5","FXN"
"SHB",0.000813748137020872,-1.28347140901846,0.03,0.091,1,"5","SHB"
"AC073968.2",0.000826457906048252,2.39173305963828,0.027,0.007,1,"5","AC073968.2"
"ZFC3H1",0.000826499357782324,-0.436068913123034,0.106,0.201,1,"5","ZFC3H1"
"AKT3.3",0.000832766031057506,-0.303639672318142,0.367,0.567,1,"5","AKT3"
"CPQ.2",0.000834248274025776,0.972641222149103,0.22,0.161,1,"5","CPQ"
"SPTLC2.2",0.000838935030463092,-0.6719487094507,0.076,0.157,1,"5","SPTLC2"
"URB1.2",0.000843389958328765,-7.01629822026202,0,0.041,1,"5","URB1"
"ZRANB1.1",0.000857629523094837,-1.59244375563952,0.015,0.068,1,"5","ZRANB1"
"CCNI.1",0.000861108341764933,-1.91471104215344,0.011,0.061,1,"5","CCNI"
"IFFO2.1",0.000869084008040291,-7.27516503351151,0,0.04,1,"5","IFFO2"
"BTG2.1",0.000869084008040291,-7.17409778071534,0,0.04,1,"5","BTG2"
"TMSB10.5",0.000869084008040291,-7.0953596605548,0,0.04,1,"5","TMSB10"
"FBXO11",0.000875162342085861,-0.317621444199413,0.163,0.28,1,"5","FBXO11"
"FGD4.1",0.00087520811675234,0.724318472474979,0.33,0.283,1,"5","FGD4"
"TMEM181.2",0.000881187482970358,-0.687755144250534,0.049,0.12,1,"5","TMEM181"
"MYO6.2",0.000883352509610533,-0.331067370981365,0.205,0.336,1,"5","MYO6"
"MYH11.3",0.000885580894106006,1.28856480197,0.091,0.047,1,"5","MYH11"
"CHCHD3.1",0.000887057565887157,-0.45381061230186,0.08,0.165,1,"5","CHCHD3"
"STK24.2",0.000887925624663831,-0.345960149461938,0.133,0.239,1,"5","STK24"
"MT-ND2.4",0.000890805741268152,-1.8061783826732,0.019,0.073,1,"5","MT-ND2"
"ZFP36L2.1",0.000895559585681346,-6.93528025022756,0,0.04,1,"5","ZFP36L2"
"CALM2.5",0.000895559585681346,-6.94985019932422,0,0.04,1,"5","CALM2"
"NORAD.2",0.000895559585681346,-6.93229505406868,0,0.04,1,"5","NORAD"
"NRDC",0.000904622443222263,-0.61328129398286,0.053,0.126,1,"5","NRDC"
"ADK.2",0.000909830797959508,-0.598743117326272,0.061,0.137,1,"5","ADK"
"AC018816.1",0.000911065878877408,-1.61850424785377,0.011,0.061,1,"5","AC018816.1"
"WDR43.3",0.000913871966839619,-1.66824569723695,0.019,0.073,1,"5","WDR43"
"NR5A2.2",0.000916801586717143,-0.687460837594795,0.057,0.131,1,"5","NR5A2"
"SLC7A11.4",0.000918037145351602,-2.3055752270225,0.008,0.054,1,"5","SLC7A11"
"WDPCP",0.00092474015607435,-0.479801495849277,0.095,0.184,1,"5","WDPCP"
"SMC4.2",0.000927928837810598,-1.84854714034331,0.015,0.067,1,"5","SMC4"
"NT5C3A.1",0.000928491307375788,-1.73349275543405,0.015,0.067,1,"5","NT5C3A"
"TLK2",0.000936460326941568,-0.713643480542326,0.08,0.16,1,"5","TLK2"
"CDYL2.3",0.00093707315759965,-1.72459122083222,0.015,0.067,1,"5","CDYL2"
"AK3.1",0.000942934735161024,-1.46747866734139,0.019,0.073,1,"5","AK3"
"UBAP1",0.000945070764078886,-1.17192585558393,0.027,0.085,1,"5","UBAP1"
"DNAJB6.1",0.000945388506735306,-0.495877443241182,0.083,0.168,1,"5","DNAJB6"
"IGFBP3.4",0.000946631852188981,-3.56819366682587,0.004,0.047,1,"5","IGFBP3"
"GAB1.1",0.00095158098601513,-0.789843107347685,0.057,0.129,1,"5","GAB1"
"SARAF.1",0.000952771471784665,-2.31612069229972,0.011,0.06,1,"5","SARAF"
"B4GALT5.1",0.000953649311799293,-0.424217794045962,0.091,0.18,1,"5","B4GALT5"
"NUDT4.1",0.00096125251593077,-3.18982331898027,0.004,0.047,1,"5","NUDT4"
"NFKBIZ.3",0.000962006221226221,-0.854396344286895,0.038,0.102,1,"5","NFKBIZ"
"SLC12A2.2",0.000973910958736864,-0.897307246158464,0.049,0.118,1,"5","SLC12A2"
"SOCS2.1",0.000978118000137651,-1.85456071744985,0.015,0.066,1,"5","SOCS2"
"APLP2.2",0.000979917252340903,-7.06519558199044,0,0.04,1,"5","APLP2"
"LINC02288",0.000982128242656173,2.61002639661845,0.019,0.004,1,"5","LINC02288"
"GOLIM4.1",0.000993155804452736,-1.49044806149238,0.019,0.073,1,"5","GOLIM4"
"YTHDC2.2",0.000994605532658543,-0.717048071665664,0.049,0.119,1,"5","YTHDC2"
"CDC42BPA.3",0.000997151745986411,-0.271980699781106,0.292,0.464,1,"5","CDC42BPA"
"DNAJB4.1",0.000999144951081965,-3.00438411232464,0.004,0.047,1,"5","DNAJB4"
"PARP8.4",0.0010051926322392,-1.38186022800211,0.015,0.067,1,"5","PARP8"
"RAB31.3",0.00100976444838692,-6.94103319111231,0,0.039,1,"5","RAB31"
"COL8A1.4",0.00101092943693932,-2.54303223319644,0.008,0.053,1,"5","COL8A1"
"FTX.3",0.00101270850421288,0.268076761218334,0.572,0.623,1,"5","FTX"
"MED13.2",0.00101479854977347,-0.370060455091922,0.129,0.232,1,"5","MED13"
"SNX2.2",0.00102563771360639,-3.1503713275787,0.004,0.047,1,"5","SNX2"
"RBM45",0.00102673872687906,1.63404479505179,0.068,0.032,1,"5","RBM45"
"TERF2IP",0.00103477848040646,-1.31346085571327,0.019,0.073,1,"5","TERF2IP"
"IARS.2",0.00103507855211825,-1.05235719457596,0.023,0.079,1,"5","IARS"
"ZNF706.1",0.00104311902330499,-3.38376657077702,0.004,0.046,1,"5","ZNF706"
"HSDL2.2",0.00104522418958374,-2.58302682563667,0.004,0.047,1,"5","HSDL2"
"AL136164.1",0.00104876384915073,3.34643671512729,0.015,0.003,1,"5","AL136164.1"
"MTMR6.1",0.00105071248050984,-3.22112940602923,0.004,0.046,1,"5","MTMR6"
"PALM2-AKAP2.2",0.00105314436907039,0.537227114373644,0.405,0.368,1,"5","PALM2-AKAP2"
"ZNF649",0.00106205413962962,2.89383894627857,0.015,0.003,1,"5","ZNF649"
"TRAF6",0.0010677702969374,-2.81122077206223,0.004,0.046,1,"5","TRAF6"
"UNC5B.3",0.00106789528193413,1.36370193450467,0.114,0.066,1,"5","UNC5B"
"G3BP1.2",0.00107147697905429,-0.703916358730312,0.042,0.108,1,"5","G3BP1"
"ALCAM.4",0.00107221084388475,-6.98315523009203,0,0.039,1,"5","ALCAM"
"IPMK.1",0.00107221084388475,-7.06396615149044,0,0.039,1,"5","IPMK"
"PHKB",0.00107756321295253,-0.323058646268933,0.14,0.249,1,"5","PHKB"
"AP001021.3",0.00107940976854395,1.6492634617355,0.08,0.04,1,"5","AP001021.3"
"SECISBP2L",0.00108252673973564,-0.860960927537944,0.034,0.096,1,"5","SECISBP2L"
"PUM1.2",0.00108731394983077,-0.296191331149939,0.148,0.259,1,"5","PUM1"
"EIF3H.1",0.0010905041300303,-0.914842917504649,0.034,0.096,1,"5","EIF3H"
"GPBP1.1",0.00109922737711263,-0.358712420978552,0.152,0.259,1,"5","GPBP1"
"CARS2.2",0.00110486627886357,-6.95370720977208,0,0.039,1,"5","CARS2"
"CFAP54",0.001107156320389,-2.54048423844756,0.004,0.046,1,"5","CFAP54"
